2023-06-13 23:42:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 16276
2023-06-13 23:42:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-13 23:42:37 0 [Note] InnoDB: Uses event mutexes
2023-06-13 23:42:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-13 23:42:37 0 [Note] InnoDB: Number of pools: 1
2023-06-13 23:42:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 2607700
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 2606834
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=315] with future log sequence number 2606834
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 2606067
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=5] with future log sequence number 2606763
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=4] with future log sequence number 2606685
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=3] with future log sequence number 2607720
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 2606067
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 2553262 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2526327 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2555686 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 2597572 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 2597572 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 2598003 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 2598003 is in the future! Current system log sequence number 300306.
